type,name,slug,url_path,city,state,category_or_tags,official_site,gsc_clicks,gsc_impressions,gsc_ctr,gsc_avg_position,visibility_status,primary_serp_query,expected_competitors_above_ecke,likely_why_competitors_rank_higher
vendor,Angel Eyes Photography,angel-eyes-photography,/vendors/angel-eyes-photography,,,services-experiences|photography-content,https://angeleyesphotography.com/,0,0,,,No matching GSC page row in export,Angel Eyes Photography,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Canes4Pain,canes4pain,/vendors/canes4pain,,,impact-implements|woodworking,https://canes4pain.com/index.htm,0,2,0%,7.5,Seen in GSC export,Canes4Pain,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Corset Punk & Kilts,corset-punk-kilts,/vendors/corset-punk-kilts,,,clothing-fetish-wear|textile-clothing-maker|custom-commission-vendor,https://www.corsetpunk.com/,0,8,0%,9,Seen in GSC export,Corset Punk & Kilts,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Iron Wolf Forge,iron-wolf-forge,/vendors/iron-wolf-forge,,,,https://iwfonline.com/,0,2,0%,38,Seen in GSC export,Iron Wolf Forge,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Jennifer Froh Jewelry,jennifer-froh-jewelry,/vendors/jennifer-froh-jewelry,,,jewelry-collars|metalwork-chain-jewelry,https://jenniferfroh.com/,0,0,,,No matching GSC page row in export,Jennifer Froh Jewelry,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Love in Many Forms,love-in-many-forms,/vendors/love-in-many-forms,,,media-education-products,https://loveinmanyforms.com/,0,0,,,No matching GSC page row in export,Love in Many Forms,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Wandering Acres Art (After Dark),wandering-acres-after-dark,/vendors/wandering-acres-after-dark,,,decor-lifestyle-aftercare|mixed-media-maker,https://www.wanderingacres.com/afterdark,0,1,0%,10,Seen in GSC export,Wandering Acres Art (After Dark),"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Sinsual Steel Designs,sinsualsteel,/vendors/sinsualsteel,,,,https://www.sinsualsteel.com/,0,0,,,No matching GSC page row in export,Sinsual Steel Designs,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,TheBeav Woodcrafting,thebeav-woodcrafting,/vendors/thebeav-woodcrafting,,,woodworking,https://thebeavwoodcrafting.com/,0,0,,,No matching GSC page row in export,TheBeav Woodcrafting,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Unique Kink,unique-kink,/vendors/unique-kink,,,reseller-curated-shop|restraints-bondage-gear|impact-implements|clothing-fetish-wear|jewelry-collars,https://uniquekink.com/,0,1,0%,25,Seen in GSC export,Unique Kink,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,The Connected Unicorn,the-connected-unicorn,/vendors/the-connected-unicorn,,,,https://www.theconnectedunicorn.com/,0,0,,,No matching GSC page row in export,The Connected Unicorn,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,SnM Leatherworks,snm-leatherworks,/vendors/snm-leatherworks,,,handmade-leather|custom-commission-vendor|impact-implements|restraints-bondage-gear,https://www.snmleatherworks.com/,0,0,,,No matching GSC page row in export,SnM Leatherworks,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Lil Comforts,lil-comforts,/vendors/lil-comforts,,,little-space-abdl|clothing-fetish-wear|reseller-curated-shop,https://lilcomforts.com/,0,8,0%,43.62,Seen in GSC export,Lil Comforts,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Itty Bitty Littles,itty-bitty-littles,/vendors/itty-bitty-littles,,,little-space-abdl|clothing-fetish-wear|custom-commission-vendor,https://www.ittybittylittles.com/,0,0,,,No matching GSC page row in export,Itty Bitty Littles,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,ObsessHarness,obsessharness,/vendors/obsessharness,,,handmade-leather|custom-commission-vendor|clothing-fetish-wear|restraints-bondage-gear|jewelry-collars,https://obsessharness.com/,0,0,,,No matching GSC page row in export,ObsessHarness,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,BadPups Store,badpups-store,/vendors/badpups-store,,,pup-play-gear|chastity-cages|restraints-bondage-gear|clothing-fetish-wear|jewelry-collars|reseller-curated-shop,https://store.badpups.com/,0,0,,,No matching GSC page row in export,BadPups Store,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,KINK OV GEAR,kink-ov-gear,/vendors/kink-ov-gear,,,pup-play-gear|clothing-fetish-wear|restraints-bondage-gear|reseller-curated-shop,https://www.kinkovgear.com/,0,11,0%,5.91,Seen in GSC export,KINK OV GEAR,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Addison's Jewelry and Design,addisons-jewelry-and-design,/vendors/addisons-jewelry-and-design,,,jewelry-collars|metalwork-chain-jewelry|custom-commission-vendor,https://addisonsjewelry.com/,0,0,,,No matching GSC page row in export,Addison's Jewelry and Design,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Lovely Marks,lovely-marks,/vendors/lovely-marks,,,insertables-body-toys|handmade-silicone|custom-commission-vendor,https://www.lovelymarks.com/,0,0,,,No matching GSC page row in export,Lovely Marks,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Ransom Woodcrafts,ransom-woodcrafts,/vendors/ransom-woodcrafts,,,woodworking|impact-implements|custom-commission-vendor,https://www.etsy.com/shop/RansomWoodcraftsShop,0,0,,,No matching GSC page row in export,Ransom Woodcrafts,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Broken Lance After Dark,broken-lance-after-dark,/vendors/broken-lance-after-dark,,,handmade-leather|impact-implements|restraints-bondage-gear|custom-commission-vendor,https://www.etsy.com/shop/BrokenLanceAfterDark,0,0,,,No matching GSC page row in export,Broken Lance After Dark,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Chubby Bunny Trinkets,chubby-bunny-trinkets,/vendors/chubby-bunny-trinkets,,,impact-implements|3d-printed-items|custom-commission-vendor|lgbtq-owned,https://chubbybunny.wtf/,0,0,,,No matching GSC page row in export,Chubby Bunny Trinkets,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Soaring Eagle Creations,soaring-eagle-creations,/vendors/soaring-eagle-creations,,,handmade-leather|impact-implements|restraints-bondage-gear|custom-commission-vendor,https://soaringeaglecreations.com/,0,0,,,No matching GSC page row in export,Soaring Eagle Creations,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Kneel & Grain,kneel-grain,/vendors/kneel-grain,,,woodworking|custom-commission-vendor|mixed-media-maker,https://www.facebook.com/people/Kneel-Grain/61582199684459/,0,0,,,No matching GSC page row in export,Kneel & Grain,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,goBOUNDLESS,goboundless,/vendors/goboundless,,,services-experiences|educational-focused-vendor,https://goboundless.us/,0,0,,,No matching GSC page row in export,goBOUNDLESS,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,The Vulgarians,the-vulgarians,/vendors/the-vulgarians,,,services-experiences|educational-focused-vendor|clothing-fetish-wear|reseller-curated-shop,https://thevulgarians.com/,0,0,,,No matching GSC page row in export,The Vulgarians,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,2V1 Dark Works,2v1-dark-works,/vendors/2v1-dark-works,,,mixed-media-maker|custom-commission-vendor,https://www.facebook.com/2V1darkworks,0,0,,,No matching GSC page row in export,2V1 Dark Works,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Agreeable Agony,agreeable-agony,/vendors/agreeable-agony,,,impact-implements|sensation-play-tools|handmade-leather|custom-commission-vendor,https://agreeableagony.com/,0,0,,,No matching GSC page row in export,Agreeable Agony,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Anubis Gear,anubis-gear,/vendors/anubis-gear,,,clothing-fetish-wear|handmade-leather|restraints-bondage-gear|custom-commission-vendor,https://www.anubisgear.com/,0,0,,,No matching GSC page row in export,Anubis Gear,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Arcane Impact,arcane-impact,/vendors/arcane-impact,,,impact-implements|woodworking|custom-commission-vendor,https://arcaneimpact.com/,0,0,,,No matching GSC page row in export,Arcane Impact,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Awkward Artist Studio,awkward-artist-studio,/vendors/awkward-artist-studio,,,mixed-media-maker|decor-lifestyle-aftercare|custom-commission-vendor,https://www.awkwardartiststudio.com/,0,0,,,No matching GSC page row in export,Awkward Artist Studio,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Bastille & Bags,bastille-and-bags,/vendors/bastille-and-bags,,,handmade-leather|clothing-fetish-wear|custom-commission-vendor,https://www.the-bastille.com/,0,0,,,No matching GSC page row in export,Bastille & Bags,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Biggins Beatery / The Beatery,biggins-beatery,/vendors/biggins-beatery,,,impact-implements|woodworking|wood|custom-commission-vendor,https://www.bigginsbeatery.com/,0,0,,,No matching GSC page row in export,Biggins Beatery / The Beatery,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Bloody Rose Boutique,bloody-rose-boutique,/vendors/bloody-rose-boutique,,,clothing-fetish-wear|textile-clothing-maker|custom-commission-vendor,https://bloodyroseboutique.com/,0,0,,,No matching GSC page row in export,Bloody Rose Boutique,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,BONEAFIDE,boneafide,/vendors/boneafide,,,mixed-media-maker|jewelry-collars|custom-commission-vendor,https://boneafide.store/,0,0,,,No matching GSC page row in export,BONEAFIDE,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Bound Bunny Boutique,bound-bunny-boutique,/vendors/bound-bunny-boutique,,,clothing-fetish-wear|roleplay-costume|custom-commission-vendor,https://www.etsy.com/shop/BoundBunnyBoutique,0,0,,,No matching GSC page row in export,Bound Bunny Boutique,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,CedarCreek Creations,cedarcreek-creations,/vendors/cedarcreek-creations,,,mixed-media-maker|natural-materials-maker|custom-commission-vendor,https://www.facebook.com/cedarcreek.handmadecreations,0,0,,,No matching GSC page row in export,CedarCreek Creations,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Chameleon Creations,chameleon-creations,/vendors/chameleon-creations,,,handmade-leather|clothing-fetish-wear|custom-commission-vendor,https://www.facebook.com/ChameleonAfterDark/,0,0,,,No matching GSC page row in export,Chameleon Creations,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Cockeye Kink,cockeye-kink,/vendors/cockeye-kink,,,clothing-fetish-wear|handmade-leather|restraints-bondage-gear|custom-commission-vendor,https://cockeyekink.com/,0,0,,,No matching GSC page row in export,Cockeye Kink,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Dorie’s Designs,dories-designs,/vendors/dories-designs,,,metalwork-chain-jewelry|clothing-fetish-wear|custom-commission-vendor,https://doriesdesigns.net/,0,0,,,No matching GSC page row in export,Dorie’s Designs,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Dulcis Doloris,dulcis-doloris,/vendors/dulcis-doloris,,,mixed-media-maker|decor-lifestyle-aftercare|custom-commission-vendor,https://www.etsy.com/shop/WTProductions,0,0,,,No matching GSC page row in export,Dulcis Doloris,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Dungeon in a Bag,dungeon-in-a-bag,/vendors/dungeon-in-a-bag,,,dungeon-equipment-furniture|restraints-bondage-gear|custom-commission-vendor,https://dungeoninabag.com/,0,0,,,No matching GSC page row in export,Dungeon in a Bag,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Fantasy Grove Toys,fantasy-grove-toys,/vendors/fantasy-grove-toys,,,insertables-body-toys|handmade-silicone|custom-commission-vendor,https://fantasygrove.com/,0,0,,,No matching GSC page row in export,Fantasy Grove Toys,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Faire Treasures,faire-treasures,/vendors/faire-treasures,,,reseller-curated-shop|decor-lifestyle-aftercare|roleplay-costume,https://www.fairetreasures.com/,0,0,,,No matching GSC page row in export,Faire Treasures,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,FFäusten,ffausten,/vendors/ffausten,,,impact-implements|restraints-bondage-gear|handmade-leather|custom-commission-vendor,https://ffausten.com/,0,0,,,No matching GSC page row in export,FFäusten,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Fontina + Co,fontina-co,/vendors/fontina-co,,,jewelry-collars|handmade-leather|custom-commission-vendor,https://www.fontinaco.com/,0,0,,,No matching GSC page row in export,Fontina + Co,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Forge and Fleece,forge-and-fleece,/vendors/forge-and-fleece,,,metalwork-chain-jewelry|textile-clothing-maker|custom-commission-vendor,https://www.etsy.com/shop/ForgeAndFleece,0,0,,,No matching GSC page row in export,Forge and Fleece,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,From the Hoard,from-the-hoard,/vendors/from-the-hoard,,,mixed-media-maker|roleplay-costume|decor-lifestyle-aftercare,https://www.fromthehoard.com/,0,0,,,No matching GSC page row in export,From the Hoard,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Heidi Sweet Sensations,heidi-sweet-sensations,/vendors/heidi-sweet-sensations,,,sensation-play-tools|decor-lifestyle-aftercare|custom-commission-vendor,https://heidisweetsensations.square.site/,0,0,,,No matching GSC page row in export,Heidi Sweet Sensations,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Heretical Son Leatherwork,heretical-son-leatherwork,/vendors/heretical-son-leatherwork,,,handmade-leather|restraints-bondage-gear|jewelry-collars|custom-commission-vendor,https://www.etsy.com/shop/HereticalSonLeather,0,0,,,No matching GSC page row in export,Heretical Son Leatherwork,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,JAFantasyArt,jafantasyart,/vendors/jafantasyart,,,mixed-media-maker|decor-lifestyle-aftercare|media-education-products,https://www.jafantasyart.com/,0,0,,,No matching GSC page row in export,JAFantasyArt,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Kilted Kink,kilted-kink,/vendors/kilted-kink,,,insertables-body-toys|sensation-play-tools|custom-commission-vendor,https://kiltedkinktoys.square.site/,0,0,,,No matching GSC page row in export,Kilted Kink,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Kinky Nix,kinky-nix,/vendors/kinky-nix,,,mixed-media-maker|clothing-fetish-wear|custom-commission-vendor,https://kinkynix.bigcartel.com/,0,0,,,No matching GSC page row in export,Kinky Nix,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Kink Works,kink-works-rx,/vendors/kink-works-rx,,,mixed-media-maker|sensation-play-tools|custom-commission-vendor,https://www.etsy.com/shop/kinkworksrx,0,0,,,No matching GSC page row in export,Kink Works,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,KnottieKittie Rope,knottiekittie-rope,/vendors/knottiekittie-rope,,,rope-fabric|rope-suspension|custom-commission-vendor,https://www.knottiekittie.com/,0,0,,,No matching GSC page row in export,KnottieKittie Rope,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Kjones Pottery,kjones-pottery,/vendors/kjones-pottery,,,ceramics-pottery|decor-lifestyle-aftercare|custom-commission-vendor,https://kjonespottery.com/,0,0,,,No matching GSC page row in export,Kjones Pottery,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,KNucks,knucks,/vendors/knucks,,,metalwork-chain-jewelry|jewelry-collars|custom-commission-vendor,https://www.myknucks.com/,0,0,,,No matching GSC page row in export,KNucks,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Leather By Danny,leather-by-danny,/vendors/leather-by-danny,,,handmade-leather|impact-implements|restraints-bondage-gear|custom-commission-vendor,https://www.leatherbydanny.com/,0,0,,,No matching GSC page row in export,Leather By Danny,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Lethal Ware,lethal-ware,/vendors/lethal-ware,,,impact-implements|metal|metalwork-chain-jewelry|custom-commission-vendor,https://www.etsy.com/shop/LethalWare,0,0,,,No matching GSC page row in export,Lethal Ware,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Lilfox Toy Box,lilfox-toy-box,/vendors/lilfox-toy-box,,,insertables-body-toys|handmade-silicone|custom-commission-vendor,https://www.etsy.com/shop/LilfoxToybox,0,0,,,No matching GSC page row in export,Lilfox Toy Box,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Ms Martha’s Corset Shoppe,ms-marthas-corset-shoppe,/vendors/ms-marthas-corset-shoppe,,,clothing-fetish-wear|textile-clothing-maker|custom-commission-vendor,https://corset1.com/,0,0,,,No matching GSC page row in export,Ms Martha’s Corset Shoppe,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Nadia Vanilla Fine Art,nadia-vanilla-fine-art,/vendors/nadia-vanilla-fine-art,,,mixed-media-maker|decor-lifestyle-aftercare,https://www.nadiavanilla.com/,0,0,,,No matching GSC page row in export,Nadia Vanilla Fine Art,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,"Oh, Jessa!",oh-jessa,/vendors/oh-jessa,,,clothing-fetish-wear|textile-clothing-maker|custom-commission-vendor,https://ohjessa.com/,0,0,,,No matching GSC page row in export,"Oh, Jessa!","Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Pan’s Haven Candles & More,pans-haven-candles,/vendors/pans-haven-candles,,,decor-lifestyle-aftercare|wax-temperature-play|sensation-play-tools|custom-commission-vendor,https://www.etsy.com/shop/PansHaven,0,0,,,No matching GSC page row in export,Pan’s Haven Candles & More,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Pendragon Chainmail,pendragon-chainmail,/vendors/pendragon-chainmail,,,metalwork-chain-jewelry|roleplay-costume|custom-commission-vendor,https://www.etsy.com/shop/PendragonChainmail,0,0,,,No matching GSC page row in export,Pendragon Chainmail,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Perverted Pins,perverted-pins,/vendors/perverted-pins,,,mixed-media-maker|roleplay-costume|decor-lifestyle-aftercare,https://www.instagram.com/PervertedPins,0,0,,,No matching GSC page row in export,Perverted Pins,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Pixie and Paladin Crafts,pixie-and-paladin-crafts,/vendors/pixie-and-paladin-crafts,,,mixed-media-maker|roleplay-costume|custom-commission-vendor,https://facebook.com/pixiepaladin,0,0,,,No matching GSC page row in export,Pixie and Paladin Crafts,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,PlusHii Kawaii,plushiikawaii,/vendors/plushiikawaii,,,decor-lifestyle-aftercare|little-space-abdl|mixed-media-maker,https://www.plushiikawaii.com/,0,0,,,No matching GSC page row in export,PlusHii Kawaii,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Raven Claw Rope,raven-claw-rope,/vendors/raven-claw-rope,,,rope-fabric|restraints-bondage-gear|rope-suspension|custom-commission-vendor,https://ravenclawrope.com/,0,0,,,No matching GSC page row in export,Raven Claw Rope,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Sire Don Leather,sire-don-leather,/vendors/sire-don-leather,,,handmade-leather|impact-implements|jewelry-collars|custom-commission-vendor,https://www.etsy.com/shop/SDLeather,0,0,,,No matching GSC page row in export,Sire Don Leather,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Skipjack Flog,skipjack-flog,/vendors/skipjack-flog,,,handmade-leather|impact-implements|custom-commission-vendor,https://www.etsy.com/shop/SkipjackFlog,0,0,,,No matching GSC page row in export,Skipjack Flog,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Spicy Kitten Designs,spicy-kitten-designs,/vendors/spicy-kitten-designs,,,clothing-fetish-wear|textile-clothing-maker|custom-commission-vendor,https://www.spicykittendesigns.com/,0,0,,,No matching GSC page row in export,Spicy Kitten Designs,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Spring Hill Wood Works,spring-hill-wood-works,/vendors/spring-hill-wood-works,,,woodworking|impact-implements|wood|custom-commission-vendor,https://springhill-woodworks.com/,0,0,,,No matching GSC page row in export,Spring Hill Wood Works,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Square Peg Toys,square-peg-toys,/vendors/square-peg-toys,,,insertables-body-toys|handmade-silicone|custom-commission-vendor,https://www.squarepegtoys.com/,0,0,,,No matching GSC page row in export,Square Peg Toys,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,The Fat Unicorn,the-fat-unicorn,/vendors/the-fat-unicorn,,,mixed-media-maker|decor-lifestyle-aftercare|custom-commission-vendor,https://www.etsy.com/shop/fatunicorncreations,0,0,,,No matching GSC page row in export,The Fat Unicorn,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,The Giggling Sadist,the-giggling-sadist,/vendors/the-giggling-sadist,,,impact-implements|sensation-play-tools|handmade-leather|custom-commission-vendor,https://thegigglingsadist.com/,0,0,,,No matching GSC page row in export,The Giggling Sadist,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Too Hot to Handle Candles,too-hot-to-handle-candles,/vendors/too-hot-to-handle-candles,,,decor-lifestyle-aftercare|wax-temperature-play|sensation-play-tools|custom-commission-vendor,https://www.toohotcandles.com/,0,0,,,No matching GSC page row in export,Too Hot to Handle Candles,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Vitromancy Arts,vitromancy-arts,/vendors/vitromancy-arts,,,glasswork|decor-lifestyle-aftercare|mixed-media-maker,https://www.vitromancyart.com/,0,0,,,No matching GSC page row in export,Vitromancy Arts,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
vendor,Wolfstryker Leather,wolfstryker-leather,/vendors/wolfstryker-leather,,,handmade-leather|restraints-bondage-gear|clothing-fetish-wear|custom-commission-vendor,https://wolfstryker.com/,0,0,,,No matching GSC page row in export,Wolfstryker Leather,"Official shop/site, Etsy/social profiles, marketplace listings","Official commerce profiles usually match transactional intent, product schema, reviews, and stronger brand signals."
